movie_id,primary_title,original_title,start_year,runtime_minutes,genres,imdb_rating,imdb_votes,bom_title,studio,domestic_gross,foreign_gross,year_only,total_gross,primary_name,primary_profession,person_id,join_title,join_year,tmdb_rating,tmdb_votes,popularity,production_budget,main_genre,production_budget_imputed
tt5011290,So Young 2: Never Gone,Zhi qing chun 2: Yuan lai ni hai zai zhe li,2016.0,100.0,"Drama,Romance",5.3,584.0,So Young 2: Never Gone,CL,96400.0,0.0,2016.0,96400.0,Zhou Tuo Ru,director,nm7342815,so young 2: never gone,2016,,,,,Drama,38096.94075581327
tt5013056,Dunkirk,Dunkirk,2017.0,106.0,"Action,Drama,History",7.9,466580.0,Dunkirk,WB,188000000.0,337200000.0,2017.0,525200000.0,Christopher Nolan,"writer,producer,director",nm0634240,dunkirk,2017,7.4,9156.0,24.358,150000000.0,Action,150000000.0
tt5023260,The Last Word,The Last Word,2017.0,108.0,"Comedy,Drama",6.6,6255.0,The Last Word,BST,1800000.0,0.0,2017.0,1800000.0,Mark Pellington,"producer,director,miscellaneous",nm0671210,the last word,2017,6.6,186.0,7.17,,Comedy,685370.741482966
tt5027774,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017.0,115.0,"Crime,Drama",8.2,344047.0,"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000.0,2017.0,159200000.0,Martin McDonagh,"writer,director,producer",nm1732981,"three billboards outside ebbing, missouri",2017,8.2,5432.0,17.808,12000000.0,Crime,12000000.0
tt5028340,Mary Poppins Returns,Mary Poppins Returns,2018.0,130.0,"Comedy,Family,Fantasy",6.9,52103.0,Mary Poppins Returns,BV,172000000.0,177600000.0,2018.0,349600000.0,Rob Marshall,"director,miscellaneous,producer",nm0551128,mary poppins returns,2018,6.6,1457.0,30.419,130000000.0,Comedy,130000000.0
tt5034276,The Phone,Deo Pon,2015.0,115.0,"Action,Mystery,Thriller",6.6,560.0,The Phone,CJ,40500.0,0.0,2015.0,40500.0,Kim Bong-Joo,"director,writer",nm7591919,the phone,2015,,,,,Action,17570.498915401302
tt5038358,News from Planet Mars,Des nouvelles de la planète Mars,2016.0,101.0,"Comedy,Drama",6.2,900.0,News From Planet Mars,KL,300.0,0.0,2016.0,300.0,Dominik Moll,"soundtrack,director,writer",nm0596962,news from planet mars,2016,,,,,Comedy,114.22845691382766
tt5049302,The Priests,Geomeun sajedeul,2015.0,103.0,"Mystery,Thriller",6.4,1303.0,The Priests,CJ,185000.0,0.0,2015.0,185000.0,Jae-hyun Jang,"writer,director",nm6940206,the priests,2015,,,,,Mystery,35563.24490580546
tt5052448,Get Out,Get Out,2017.0,104.0,"Horror,Mystery,Thriller",7.7,400474.0,Get Out,Uni.,176000000.0,79400000.0,2017.0,255400000.0,Jordan Peele,"actor,writer,producer",nm1443502,get out,2017,7.5,8760.0,24.739,5000000.0,Horror,5000000.0
tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018.0,122.0,"Action,Crime,Drama",7.1,95650.0,Sicario: Day of the Soldado,Sony,50100000.0,25800000.0,2018.0,75900000.0,Stefano Sollima,"director,writer,assistant_director",nm1356588,sicario: day of the soldado,2018,6.7,1317.0,29.725,35000000.0,Action,35000000.0
tt5061814,Goodbye Mr. Loser,Xia Luo te fan nao,2015.0,104.0,Comedy,6.7,1777.0,Goodbye Mr. Loser,CL,1300000.0,226800000.0,2015.0,228100000.0,"Da-Mo Peng, Fei Yan","director,writer","nm7613065, nm7613066",goodbye mr. loser,2015,,,,,Comedy,86851703.40681362
tt5071886,Kabali,Kabali,2016.0,153.0,"Action,Crime,Drama",6.3,10440.0,Kabali,CineGalaxy,3900000.0,0.0,2016.0,3900000.0,Pa. Ranjith,"director,writer,assistant_director",nm3163794,kabali,2016,5.8,39.0,3.046,,Action,1691973.9696312363
tt5074352,Dangal,Dangal,2016.0,161.0,"Action,Biography,Drama",8.5,123638.0,Dangal,UTV,12400000.0,290500000.0,2016.0,302900000.0,Nitesh Tiwari,"writer,director,music_department",nm4318159,dangal,2016,8.1,358.0,10.022,9500000.0,Action,9500000.0
tt5083738,The Favourite,The Favourite,2018.0,119.0,"Biography,Drama,History",7.6,116011.0,The Favourite,FoxS,34400000.0,61600000.0,2018.0,96000000.0,Yorgos Lanthimos,"director,writer,producer",nm0487166,the favourite,2018,7.7,2096.0,28.651,15000000.0,Biography,15000000.0
tt5084170,Blade of the Immortal,Mugen no jûnin,2017.0,140.0,"Action,Drama,Fantasy",6.8,12173.0,Blade of the Immortal,Magn.,151000.0,0.0,2017.0,151000.0,Takashi Miike,"director,actor,producer",nm0586281,blade of the immortal,2017,6.5,194.0,7.451,,Action,65509.76138828633
tt5092380,Just a Breath Away,Dans la brume,2018.0,89.0,Sci-Fi,5.9,3501.0,Just a Breath Away,EOne,78000.0,0.0,2018.0,78000.0,Daniel Roby,"cinematographer,director,producer",nm1637832,just a breath away,2018,,,,,Sci-Fi,
tt5093754,A Melody to Remember,Op-pa saeng-gak,2016.0,124.0,"Action,Drama,War",7.3,94.0,A Melody to Remember,CJ,44300.0,0.0,2016.0,44300.0,Han Lee,"director,writer",nm1215478,a melody to remember,2016,,,,,Action,19219.088937093275
tt5095030,Ant-Man and the Wasp,Ant-Man and the Wasp,2018.0,118.0,"Action,Adventure,Comedy",7.1,244024.0,Ant-Man and the Wasp,BV,216600000.0,406000000.0,2018.0,622600000.0,Peyton Reed,"director,producer,actor",nm0715636,ant-man and the wasp,2018,7.0,6290.0,44.729,130000000.0,Action,130000000.0
tt5097070,Dancer,Dancer,2016.0,85.0,"Biography,Documentary",7.9,2231.0,Dancer,IFC,71900.0,0.0,2016.0,71900.0,Steven Cantor,"producer,director,camera_department",nm0134682,dancer,2016,8.1,32.0,3.352,,Biography,38459.28706955714
tt5104604,Isle of Dogs,Isle of Dogs,2018.0,101.0,"Adventure,Animation,Comedy",7.9,108245.0,Isle Of Dogs,FoxS,32000000.0,32200000.0,2018.0,64200000.0,Wes Anderson,"writer,director,producer",nm0027572,isle of dogs,2018,7.9,1942.0,16.954,,Adventure,23919523.099850968
tt5109784,Mother!,Mother!,2017.0,121.0,"Drama,Horror,Mystery",6.6,156813.0,mother!,Par.,17800000.0,26700000.0,2017.0,44500000.0,Darren Aronofsky,"producer,director,writer",nm0004716,mother!,2017,7.0,3458.0,15.227,30000000.0,Drama,30000000.0
tt5117670,Peter Rabbit,Peter Rabbit,2018.0,95.0,"Adventure,Animation,Comedy",6.6,27908.0,Peter Rabbit,Sony,115300000.0,236000000.0,2018.0,351300000.0,Will Gluck,"producer,writer,miscellaneous",nm0323239,peter rabbit,2018,6.5,650.0,15.974,50000000.0,Adventure,50000000.0
tt5140878,Annabelle: Creation,Annabelle: Creation,2017.0,109.0,"Horror,Mystery,Thriller",6.5,90402.0,Annabelle: Creation,WB (NL),102100000.0,204400000.0,2017.0,306500000.0,David F. Sandberg,"director,composer,writer",nm2497546,annabelle: creation,2017,6.5,3141.0,21.245,15000000.0,Horror,15000000.0
tt5162658,Gold,Oro,2017.0,103.0,"Adventure,Drama,History",5.6,1103.0,Gold,Wein.,7200000.0,7700000.0,2017.0,14900000.0,Agustín Díaz Yanes,"writer,director,assistant_director",nm0246503,gold,2017,,,,,Adventure,5551415.797317436
tt5164432,"Love, Simon","Love, Simon",2018.0,110.0,"Comedy,Drama,Romance",7.6,81575.0,"Love, Simon",Fox,40800000.0,25500000.0,2018.0,66300000.0,Greg Berlanti,"producer,writer,director",nm0075528,"love, simon",2018,8.2,3165.0,15.608,10000000.0,Comedy,10000000.0
tt5165344,Rustom,Rustom,2016.0,148.0,"Crime,Drama,Thriller",7.1,19991.0,Rustom,Zee,1100000.0,571000.0,2016.0,1671000.0,Dharmendra Suresh Desai,"assistant_director,director",nm4819186,rustom,2016,,,,,Crime,891200.0
tt5175450,Mark Felt: The Man Who Brought Down the White House,Mark Felt: The Man Who Brought Down the White House,2017.0,103.0,"Biography,Drama,History",6.4,9324.0,Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000.0,2017.0,4369000.0,Peter Landesman,"writer,director,producer",nm1481618,mark felt: the man who brought down the white house,2017,5.8,214.0,8.274,,Biography,2336976.706632756
tt5187886,Abracadabra,Abracadabra,2017.0,96.0,"Comedy,Drama,Fantasy",6.0,2015.0,Abracadabra,Sony,14000.0,0.0,2017.0,14000.0,Pablo Berger,"writer,director,producer",nm0074311,abracadabra,2017,,,,,Comedy,5330.661322645291
tt5197544,Baar Baar Dekho,Baar Baar Dekho,2016.0,141.0,"Comedy,Drama,Romance",5.3,5433.0,Baar Baar Dekho,Eros,982000.0,0.0,2016.0,982000.0,Nitya Mehra,"director,assistant_director,writer",nm1224429,baar baar dekho,2016,,,,,Comedy,373907.81563126255
tt5208216,Wonderstruck,Wonderstruck,2017.0,116.0,"Drama,Mystery",6.2,8167.0,Wonderstruck,RAtt.,1100000.0,2200000.0,2017.0,3300000.0,Todd Haynes,"director,writer,producer",nm0001331,wonderstruck,2017,6.1,210.0,9.476,,Drama,1304148.3868691265
tt5213534,Oasis: Supersonic,Supersonic,2016.0,122.0,"Biography,Documentary,Music",7.9,8625.0,Oasis: Supersonic,A24,243000.0,0.0,2016.0,243000.0,Mat Whitecross,"director,editor,miscellaneous",nm1475971,oasis: supersonic,2016,,,,,Biography,129980.62250211941
tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018.0,97.0,"Adventure,Animation,Comedy",6.3,42299.0,Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000.0,2018.0,528600000.0,Genndy Tartakovsky,"producer,writer,director",nm0850733,hotel transylvania 3: summer vacation,2018,6.8,1673.0,26.815,65000000.0,Adventure,65000000.0
tt5221584,Aquarius,Aquarius,2016.0,146.0,Drama,7.5,15251.0,Aquarius,Vita.,286000.0,0.0,2016.0,286000.0,Kleber Mendonça Filho,"director,writer,editor",nm2207625,aquarius,2016,,,,,Drama,113026.19352865763
tt5222918,The Other Side of Hope,Toivon tuolla puolen,2017.0,100.0,"Comedy,Drama",7.2,9045.0,The Other Side of Hope,Jan.,184000.0,0.0,2017.0,184000.0,Aki Kaurismäki,"producer,writer,director",nm0442454,the other side of hope,2017,,,,,Comedy,70060.12024048096
tt5226984,Tom of Finland,Tom of Finland,2017.0,117.0,"Biography,Drama",6.8,4386.0,Tom of Finland,KL,378000.0,0.0,2017.0,378000.0,Dome Karukoski,"director,actor,producer",nm1933648,tom of finland,2017,,,,,Biography,202192.0794477413
tt5247022,Paterson,Paterson,2016.0,118.0,"Comedy,Drama,Romance",7.4,55285.0,Paterson,BST,2200000.0,0.0,2016.0,2200000.0,Jim Jarmusch,"director,writer,actor",nm0000464,paterson,2016,7.1,736.0,9.486,5000000.0,Comedy,5000000.0
tt5255710,Sanam Teri Kasam,Sanam Teri Kasam,2016.0,154.0,"Drama,Musical,Romance",7.3,8246.0,Sanam Teri Kasam,Eros,22100.0,0.0,2016.0,22100.0,"Radhika Rao, Vinay Sapru","director,actor,assistant_director, director,assistant_director,writer","nm1066482, nm1840921",sanam teri kasam,2016,,,,,Drama,8733.842227214454
tt5257730,The Last Women Standing,Sheng zhe wei wang,2015.0,96.0,Romance,5.2,255.0,The Last Women Standing,CL,163000.0,0.0,2015.0,163000.0,Luo Luo,"writer,director,soundtrack",nm7778462,the last women standing,2015,,,,,Romance,63976.54417513683
tt5259966,No manches Frida,No manches Frida,2016.0,114.0,Comedy,5.6,1595.0,No Manches Frida,PNT,11500000.0,0.0,2016.0,11500000.0,Nacho G. Velilla,"producer,writer,director",nm1818121,no manches frida,2016,7.3,144.0,8.092,,Comedy,4378757.51503006
tt5269396,Sword Master,San shao ye de jian,2016.0,108.0,"Action,Drama",6.1,1805.0,Sword Master,WGUSA,75500.0,14600000.0,2016.0,14675500.0,Tung-Shing Yee,"actor,director,producer",nm0232504,sword master,2016,6.4,27.0,6.375,,Action,6366811.279826464
tt5273624,Journey to the West: The Demons Strike Back,Journey to the West: Demon Chapter,2017.0,109.0,"Adventure,Comedy,Fantasy",5.4,2340.0,Journey to the West: The Demons Strike Back,Sony,880000.0,245700000.0,2017.0,246580000.0,Hark Tsui,"producer,director,writer",nm0007139,journey to the west: the demons strike back,2017,6.5,29.0,5.701,,Adventure,91870342.7719821
tt5278462,Author: The JT LeRoy Story,Author: The JT LeRoy Story,2016.0,110.0,"Biography,Documentary",7.1,978.0,Author: The JT LeRoy Story,Magn.,86000.0,0.0,2016.0,86000.0,Jeff Feuerzeig,"writer,director,camera_department",nm0275418,author: the jt leroy story,2016,6.6,13.0,1.282,,Biography,46001.37257276654
tt5278506,Tickled,Tickled,2016.0,92.0,"Documentary,Mystery",7.6,13829.0,Tickled,Magn.,614000.0,0.0,2016.0,614000.0,"David Farrier, Dylan Reeve","actor,director,writer, editorial_department,director,editor","nm1190816, nm3910931",tickled,2016,7.4,188.0,9.913,,Documentary,191875.0
tt5278596,Weiner,Weiner,2016.0,96.0,Documentary,7.6,9030.0,Weiner,IFC,1700000.0,0.0,2016.0,1700000.0,"Elyse Steinberg, Josh Kriegman","producer,director,writer, producer,miscellaneous,director","nm0825748, nm4361978",weiner,2016,7.6,99.0,5.545,,Documentary,531250.0
tt5282006,The Duelist,Duelyant,2016.0,109.0,"Action,Drama,Thriller",6.4,2487.0,The Duelist,Sony,13500.0,6100000.0,2016.0,6113500.0,Aleksey Mizgiryov,"writer,director,assistant_director",nm2462311,the duelist,2016,6.5,41.0,5.023,,Action,2652277.657266811
tt5286444,Neerja,Neerja,2016.0,122.0,"Biography,Drama,Thriller",7.7,18420.0,Neerja,FIP,1600000.0,16000000.0,2016.0,17600000.0,Ram Madhvani,"director,assistant_director,writer",nm0534879,neerja,2016,,,,,Biography,9414234.38698478
tt5294550,All the Money in the World,All the Money in the World,2017.0,132.0,"Biography,Crime,Drama",6.8,60303.0,All the Money in the World,TriS,25100000.0,31900000.0,2017.0,57000000.0,Ridley Scott,"producer,director,production_designer",nm0000631,all the money in the world,2017,6.4,1200.0,10.941,,Biography,30489281.8214848
tt5304464,Happy End,Happy End,2017.0,107.0,Drama,6.7,10261.0,Happy End,SPC,302000.0,0.0,2017.0,302000.0,Michael Haneke,"director,writer,actor",nm0359734,happy end,2017,,,,,Drama,119349.33722256856
tt5308322,Happy Death Day,Happy Death Day,2017.0,96.0,"Horror,Mystery,Thriller",6.5,87132.0,Happy Death Day,Uni.,55700000.0,69800000.0,2017.0,125500000.0,Christopher Landon,"writer,producer,director",nm0484907,happy death day,2017,6.6,3211.0,21.23,5000000.0,Horror,5000000.0
